video_id,nb_textbloc
7064650116321250566,0
7064585014561754373,0
7064244808700726533,0
7063505399307144454,5
7062046390570061061,2
7061663961090936070,7
7061273234259610885,1
7060513660975844614,4
7060191695681375493,0
7059832468412583173,0
7059747853035441414,1
7059442492080491781,0
7059081815985818886,0
7058348964306783493,0
7057221943623306501,3
7056858947935915270,0
7056423267564899590,0
7054964457310539013,0
7054255399968476422,0
7053886455805955333,0
7053136217717607686,0
7041160388334980357,2
7038692809985051909,0
6980696986135710981,0
6946128715000663301,0
6945377653587266822,0
6934012329067597061,0
6926459852134845701,0
6921676134212029701,0
6918691694791691525,0
6897900291631402242,0
6895288761354112258,0
6876847536938749185,0
7598953535165959426,0
7598574537407548694,1
7597422827196763414,2
7596412614402460950,2
7594160012247797014,0
7593664206210157827,0
7591891163175554326,1
7587478416618736918,0
7586630099286510870,0
7580000663845850390,0
7578151818585328918,0
7576319921030827286,1
7575110522522144022,0
7570012092829748502,1
7566632651352853782,3
7553223847730777346,1
7523154104273915158,0
7520582757412556054,4
7495368561821535510,3
7493891893026180374,1
7491632736105450774,0
7486822725684792599,0
7483098002547100950,0
7481624954484690198,0
7477935287646063894,6
7473224176086584598,0
7471566242168491286,2
7471289820795374870,2
7470495287212084503,1
7469067273794456854,0
7466514918137728278,1
7466106459403701526,1
7465714414814137623,2
7453069595327384865,1
7447538385993895201,3
7447184186034654496,1
7446341554735828256,1
7399975638112783649,0
7390334004001639713,0
7372132003078032672,0
7351073088601148704,0
7343970143497653537,1
7341738165746634017,2
7340356860299496736,0
7333562774750088480,1
7327710709201014049,1
7323667240933444896,0
7321012358594235681,0
7319919643378912544,1
7318832237842156832,5
7315822267781467424,4
7309133635578236192,0
7307971449870994720,0
7303968237966904609,0
7297205575501270304,0
7291228337123511585,2
7286830586478578976,2
7283105183352016160,0
7274897399045246241,1
7267879991004761376,0
7261958198775532832,0
7568823330518748438,1
7546523294489414934,2
7504292781637127446,2
7462655968522931478,5
7442737337525669142,1
7348097820320173344,3
7335847049495203104,5
7289470545270279456,3
7286486663910542625,2
7185555102487416070,7
7166637213604678917,7
7156608613346184454,1
7093894381794512133,3
6980342168535846149,0
6936943102523378950,0
6923969706332327174,0
6904609211431357698,1
6800982671657880837,0
7605548189332016406,0
7582631962330893570,1
7568852433271590146,0
7567372771060124950,0
7564663320058285334,1
7564379905971178755,1
7557004748973559043,0
7557014347273276694,0
7555412968511425814,2
7543218614866906390,0
7522511822893616406,0
7517939109512449302,0
7512836614834474262,2
7495849453228657942,1
7489499424884821270,1
7478999877444226326,4
7476765597204860182,0
7474331497533836566,0
7454218208648727840,0
7441976604730936609,2
7440066420332924192,2
7325049996682759456,2
7224426315074522395,4
